"index";"labourearnings";"age";"gender";"education";"maritalstatus";"lifesatisfaction"
886;95400;39;1;2;2;9
887;0;50;2;1;1;9
888;0;24;2;NA;NA;NA
889;0;6;1;NA;NA;NA
890;51800;64;1;3;1;8
891;0;14;1;NA;NA;NA
892;0;79;2;2;1;7
893;2280;42;2;NA;1;8
894;0;11;2;NA;NA;NA
895;0;86;1;1;3;7
896;194000;50;1;3;1;9
897;0;15;1;NA;NA;NA
898;0;17;2;1;2;NA
899;0;6;1;NA;NA;NA
900;NA;29;2;NA;NA;NA
901;0;4;2;NA;NA;NA
902;17100;47;1;2;1;8
903;0;78;2;2;3;5
904;201;37;1;1;1;8
905;0;3;2;NA;NA;NA
906;126500;61;1;3;1;10
907;NA;8;2;NA;NA;NA
908;14900;60;2;2;1;8
909;12000;43;2;2;1;5
910;53200;49;1;2;2;8
911;NA;65;1;2;1;8
912;0;97;1;2;3;10
913;NA;44;1;2;1;7
914;NA;23;2;NA;NA;NA
915;NA;39;2;NA;NA;NA
916;24120;62;1;2;1;8
917;0;12;2;NA;NA;NA
918;0;68;1;3;1;7
919;20280;32;1;2;1;8
920;3600;53;2;3;1;8
921;NA;60;1;3;4;6
922;0;87;1;2;1;10
923;0;79;1;3;5;7
924;9560;44;2;2;1;8
925;NA;56;1;2;1;10
926;0;12;1;NA;NA;NA
927;0;73;1;2;1;9
928;62400;27;1;2;2;5
929;39000;51;1;3;1;7
930;0;40;2;NA;NA;NA
931;0;36;2;1;1;8
932;0;2;2;NA;NA;NA
933;0;2;2;NA;NA;NA
934;0;83;1;3;1;7
935;NA;41;2;3;1;8
936;0;87;2;2;3;9
937;0;6;2;NA;NA;NA
938;0;31;1;NA;1;8
939;30528;39;2;2;2;5
940;0;25;1;2;2;9
941;NA;56;1;2;1;9
942;NA;53;2;NA;NA;NA
943;NA;54;1;NA;NA;NA
944;46645;62;2;3;1;9
945;152250;58;2;3;1;8
946;0;88;1;NA;NA;NA
947;0;52;2;NA;NA;NA
948;0;88;1;3;3;10
949;0;1;1;NA;NA;NA
950;0;30;2;NA;1;7
951;NA;51;1;NA;NA;NA
952;0;13;1;NA;NA;NA
953;NA;46;2;1;1;7
954;0;48;1;2;4;3
955;NA;51;1;2;1;9
956;0;22;1;2;2;8
957;173600;46;1;2;2;10
958;0;78;1;3;1;7
959;0;11;1;NA;NA;NA
960;0;22;1;2;2;6
961;0;11;2;NA;NA;NA
962;0;33;2;1;1;6
963;30000;55;1;2;1;7
964;3000;28;2;2;2;5
965;28350;59;2;3;1;8
966;0;4;2;NA;NA;NA
967;0;10;1;NA;NA;NA
968;0;13;2;NA;NA;NA
969;14280;53;2;3;1;7
970;0;40;2;1;1;9
971;NA;51;1;NA;NA;NA
972;86700;46;1;2;1;9
973;0;7;2;NA;NA;NA
974;0;5;2;NA;NA;NA
975;0;17;1;NA;NA;NA
976;NA;50;2;NA;NA;NA
977;NA;57;1;NA;NA;NA
978;38544;36;1;2;1;7
979;15192;44;2;2;1;8
980;0;73;2;1;3;9
981;34600;27;1;1;2;9
982;0;25;1;1;2;8
983;0;4;2;NA;NA;NA
984;5400;53;2;3;1;7
985;39654;49;2;2;1;7
986;0;5;1;NA;NA;NA
987;0;82;1;2;3;6
988;0;29;2;NA;1;9
989;0;15;1;NA;NA;NA
990;0;1;1;NA;NA;NA
991;NA;35;1;NA;NA;NA
992;0;18;1;NA;NA;NA
993;0;69;2;1;3;6
994;19800;57;1;2;1;7
995;42000;43;1;1;1;8
996;NA;69;1;NA;NA;NA
997;0;8;2;NA;NA;NA
998;0;79;2;2;3;4
999;0;3;1;NA;NA;NA
1000;0;14;1;NA;NA;NA
1001;1476;23;2;2;2;8
1002;40200;51;1;2;1;8
1003;52600;58;2;3;1;8
1004;0;20;1;NA;NA;NA
1005;0;12;1;NA;NA;NA
1006;0;21;1;NA;NA;NA
1007;NA;54;1;NA;NA;NA
1008;NA;22;2;NA;NA;NA
1009;0;30;2;3;1;8
1010;17300;64;2;2;1;2
1011;0;62;2;2;1;8
1012;6000;25;2;2;2;7
1013;30000;46;2;3;1;7
1014;NA;54;1;NA;NA;NA
1015;0;69;1;3;1;9
1016;0;13;1;NA;NA;NA
1017;0;5;1;NA;NA;NA
1018;0;40;2;1;1;7
1019;12600;23;1;1;2;8
1020;0;17;1;NA;2;NA
1021;NA;26;2;NA;NA;NA
1022;11484;59;2;2;1;8
1023;0;21;2;2;2;5
1024;0;22;1;1;2;7
1025;25200;26;2;2;2;4
1026;0;30;1;1;2;8
1027;19200;58;2;3;1;7
1028;0;48;2;NA;NA;NA
1029;7200;24;1;1;2;8
1030;0;74;1;1;3;10
1031;0;72;1;2;1;7
1032;NA;29;2;NA;NA;NA
1033;7440;39;1;1;2;5
1034;4200;24;NA;2;2;7
1035;3120;23;1;2;2;6
1036;NA;47;1;2;1;5
1037;NA;33;2;NA;NA;NA
1038;0;81;2;NA;NA;NA
1039;0;38;2;1;1;7
1040;0;8;2;NA;NA;NA
1041;0;2;2;NA;NA;NA
1042;NA;63;1;1;1;10
1043;0;16;2;NA;NA;NA
1044;NA;59;1;3;1;7
1045;35100;61;2;1;1;4
1046;0;6;2;NA;NA;NA
1047;NA;NA;2;NA;NA;NA
1048;0;6;2;NA;NA;NA
1049;0;4;2;NA;NA;NA
1050;0;0;1;NA;NA;NA
1051;10000;78;2;3;1;8
1052;0;8;1;NA;NA;NA
1053;0;16;2;NA;NA;NA
1054;0;17;2;1;2;NA
1055;1800;26;2;1;2;6
1056;0;20;1;NA;NA;NA
1057;NA;23;2;1;2;10
1058;0;17;2;NA;2;NA
1059;15400;50;2;2;2;8
1060;0;14;2;NA;NA;NA
1061;0;26;1;1;NA;9
1062;0;63;2;NA;NA;NA
1063;0;21;1;NA;2;8
1064;7800;50;2;2;1;9
1065;2160;22;1;1;2;8
1066;NA;53;1;NA;NA;NA
1067;0;10;2;NA;NA;NA
1068;0;2;2;NA;NA;NA
1069;0;9;1;NA;NA;NA
1070;27534;36;1;2;1;7
1071;0;16;1;NA;NA;NA
1072;50500;28;1;3;2;7
1073;0;8;1;NA;NA;NA
1074;NA;44;2;NA;NA;NA
1075;0;72;1;3;1;6
1076;NA;25;1;NA;NA;NA
1077;0;21;1;NA;NA;NA
1078;92200;37;1;2;1;8
1079;12600;40;2;2;1;8
1080;156000;57;1;2;1;10
1081;58200;52;1;2;4;8
1082;NA;45;1;NA;NA;NA
1083;NA;27;2;NA;NA;NA
1084;0;14;2;NA;NA;NA
1085;0;14;2;NA;NA;NA
1086;2400;18;1;NA;2;8
1087;0;10;2;NA;NA;NA
1088;24000;40;1;3;1;9
1089;53650;66;2;2;1;8
1090;3087;20;2;2;2;8
1091;29200;58;1;2;2;8
1092;NA;66;1;2;1;10
1093;0;1;2;NA;NA;NA
1094;0;72;1;2;1;8
1095;117900;51;1;3;1;7
1096;0;15;2;NA;NA;NA
1097;NA;37;1;NA;1;10
1098;0;37;2;1;1;9
1099;192000;45;1;3;1;9
1100;NA;27;2;NA;NA;NA
1101;28900;54;1;2;4;6
1102;0;41;1;1;1;7
1103;4800;78;1;3;3;8
1104;0;10;2;NA;NA;NA
1105;10000;22;1;NA;2;9
1106;0;23;2;2;2;7
1107;21600;68;2;2;4;8
1108;0;55;2;2;1;9
1109;107000;46;2;3;2;7
1110;0;29;2;1;1;7
1111;0;26;2;3;2;9
1112;NA;51;2;NA;NA;NA
1113;0;2;2;NA;NA;NA
1114;0;20;2;NA;NA;NA
1115;NA;45;2;NA;NA;NA
1116;0;46;1;1;1;7
1117;0;44;2;3;1;6
1118;0;39;1;NA;NA;NA
1119;NA;19;1;2;2;10
1120;25200;58;2;2;1;9
1121;NA;53;2;2;1;9
1122;0;10;2;NA;NA;NA
1123;0;59;1;1;1;6
1124;61560;60;2;3;1;8
1125;24400;41;1;2;1;8
1126;0;6;1;NA;NA;NA
1127;22800;34;2;3;1;9
1128;0;54;2;2;3;9
1129;0;19;2;NA;2;8
1130;22128;25;1;2;2;7
1131;62400;42;1;3;1;8
1132;NA;38;2;NA;NA;NA
1133;17300;43;2;2;1;6
1134;55200;36;1;3;2;8
1135;NA;35;2;1;5;7
1136;0;13;2;NA;NA;NA
1137;60;18;2;1;2;4
1138;0;81;2;2;2;5
1139;0;80;2;2;1;8
1140;30050;56;2;2;2;8
1141;0;12;1;NA;NA;NA
1142;0;76;2;3;1;9
1143;0;7;2;NA;NA;NA
1144;NA;34;2;NA;1;9
1145;0;77;1;2;1;8
1146;18500;46;2;3;1;8
1147;0;15;2;NA;NA;NA
1148;21045;58;2;2;1;3
1149;0;6;2;NA;NA;NA
1150;4800;91;2;1;4;8
1151;6015;46;2;2;2;7
1152;0;65;2;NA;3;10
1153;50080;29;1;3;2;8
1154;32500;45;1;2;1;8
1155;0;18;2;NA;NA;NA
1156;0;13;2;NA;NA;NA
1157;0;14;1;NA;NA;NA
1158;2000;55;1;1;1;8
1159;NA;23;1;2;2;6
1160;NA;42;2;2;1;6
1161;NA;24;1;2;2;8
1162;NA;26;1;NA;NA;NA
1163;NA;49;1;3;4;8
1164;0;9;1;NA;NA;NA
1165;60;75;1;3;1;8
1166;0;38;1;NA;4;1
1167;0;14;1;NA;NA;NA
1168;21600;66;1;3;1;8
1169;62980;65;1;3;1;3
1170;32199;62;1;2;1;7
1171;0;61;1;2;1;7
1172;NA;6;2;NA;NA;NA
1173;0;4;2;NA;NA;NA
1174;NA;45;2;2;2;8
1175;0;76;1;2;1;6
1176;32400;60;1;2;1;7
1177;71500;51;1;3;1;7
1178;0;8;2;NA;NA;NA
1179;0;57;2;NA;5;6
1180;38700;26;1;2;2;9
1181;0;77;2;3;4;5
1182;NA;28;1;NA;NA;NA
1183;0;29;2;3;1;7
1184;8700;40;2;3;1;8
1185;0;43;2;NA;NA;NA
1186;0;10;1;NA;NA;NA
1187;0;41;2;2;1;7
1188;0;16;2;NA;NA;NA
1189;29300;31;1;1;1;7
1190;0;4;2;NA;NA;NA
1191;1050;59;2;1;1;8
1192;NA;20;1;NA;NA;NA
1193;0;3;1;NA;NA;NA
1194;0;73;1;1;1;8
1195;34200;26;1;2;2;9
1196;0;16;2;NA;NA;NA
1197;0;2;2;NA;NA;NA
1198;0;70;2;2;3;9
1199;0;13;2;NA;NA;NA
1200;29300;58;1;2;1;8
1201;0;81;1;2;1;9
1202;0;73;2;1;1;8
1203;0;19;2;NA;NA;NA
1204;0;16;2;NA;NA;NA
1205;2340;21;1;1;2;8
1206;43200;61;2;3;1;8
1207;0;7;1;NA;NA;NA
1208;14600;38;1;1;2;8
1209;57000;53;2;3;2;7
1210;30000;39;2;3;2;8
1211;0;12;2;NA;NA;NA
1212;46275;59;1;2;4;9
1213;54000;56;1;3;2;5
1214;0;5;1;NA;NA;NA
1215;NA;36;2;3;2;9
1216;35000;32;2;2;2;7
1217;0;15;2;NA;NA;NA
1218;0;60;2;NA;NA;NA
1219;0;5;1;NA;NA;NA
1220;0;19;1;NA;NA;NA
1221;33940;47;2;1;2;9
1222;NA;56;1;2;1;8
1223;36200;31;2;2;1;8
1224;228000;54;1;2;1;9
1225;48100;27;2;3;2;8
1226;28854;27;1;3;2;9
1227;0;26;1;2;2;5
1228;0;22;1;NA;NA;NA
1229;15850;47;2;1;1;8
1230;62800;59;2;2;1;8
1231;0;38;2;3;1;8
1232;0;6;1;NA;NA;NA
1233;2500;24;2;NA;2;7
1234;64860;45;1;3;1;3
1235;7200;31;2;2;2;7
1236;0;12;2;NA;NA;NA
1237;0;66;2;3;1;7
1238;0;71;2;NA;NA;NA
1239;1080;73;2;1;1;8
1240;0;84;2;NA;NA;NA
1241;22800;38;1;2;1;7
1242;NA;26;2;NA;NA;NA
1243;14400;48;2;1;1;9
1244;0;73;1;3;1;9
1245;44620;24;1;2;2;8
1246;43268;54;1;2;1;8
1247;0;54;2;NA;NA;NA
1248;0;1;2;NA;NA;NA
1249;0;12;1;NA;NA;NA
1250;5400;27;2;3;1;8
1251;0;10;2;NA;NA;NA
1252;0;10;2;NA;NA;NA
1253;0;37;1;NA;1;5
1254;0;17;1;NA;NA;NA
1255;45600;39;2;3;2;7
1256;21000;27;1;1;1;9
1257;0;0;1;NA;NA;NA
1258;84600;44;1;2;1;8
1259;900;75;1;3;1;8
1260;0;43;2;NA;NA;NA
1261;0;44;2;1;1;8
1262;5400;63;1;1;4;6
1263;0;14;1;NA;NA;NA
1264;46000;56;1;1;1;9
1265;0;43;2;2;1;8
1266;NA;56;2;NA;1;8
1267;0;20;1;NA;NA;NA
1268;0;42;2;1;5;8
1269;10800;51;1;1;1;9
1270;900;28;1;3;2;7
1271;0;72;1;3;1;9
1272;90000;61;1;2;1;8
1273;NA;24;2;1;2;5
1274;0;63;2;1;1;5
1275;17400;64;2;2;1;6
1276;0;76;2;2;1;5
1277;20214;47;1;2;1;5
1278;0;2;2;NA;NA;NA
1279;33000;46;2;2;1;9
1280;24000;58;1;2;1;8
1281;0;7;2;NA;NA;NA
1282;0;14;1;NA;NA;NA
1283;5600;39;2;2;1;8
1284;NA;49;2;NA;NA;NA
1285;NA;21;2;2;2;9
1286;0;16;2;NA;NA;NA
1287;0;14;2;NA;NA;NA
1288;0;20;2;2;2;7
1289;0;9;2;NA;NA;NA
1290;8400;52;1;2;1;8
1291;0;83;1;3;1;8
1292;14300;59;2;2;2;3
1293;40300;42;1;2;1;10
1294;NA;23;2;NA;NA;NA
1295;0;1;1;NA;NA;NA
1296;0;17;1;NA;NA;NA
1297;0;11;1;NA;NA;NA
1298;24240;61;1;3;3;8
1299;8500;57;2;1;1;6
1300;72000;65;1;3;1;9
1301;0;59;2;3;4;7
1302;0;15;2;NA;NA;NA
1303;0;71;1;2;4;8
1304;0;76;1;3;1;9
1305;NA;66;1;3;1;8
1306;0;57;1;2;1;8
1307;NA;22;2;NA;NA;NA
1308;0;79;2;2;3;10
1309;0;11;1;NA;NA;NA
1310;0;1;1;NA;NA;NA
1311;0;12;2;NA;NA;NA
1312;0;10;1;NA;NA;NA
1313;1820;24;1;2;2;10
1314;0;2;2;NA;NA;NA
1315;0;86;2;2;3;9
1316;0;13;2;NA;NA;NA
1317;0;83;1;2;1;8
1318;0;64;1;3;1;6
1319;0;10;2;NA;NA;NA
1320;NA;45;1;1;1;9
1321;7800;38;2;1;1;5
1322;0;19;2;1;2;8
1323;29400;48;2;2;1;7
1324;NA;25;1;NA;NA;NA
1325;86600;34;1;3;1;8
1326;0;37;2;NA;NA;NA
1327;0;19;1;NA;2;7
1328;NA;43;2;NA;NA;NA
1329;NA;52;2;NA;NA;NA
1330;0;80;1;3;1;8
1331;0;21;1;NA;NA;NA
1332;0;67;1;2;1;7
1333;10800;44;2;2;1;9
1334;0;12;1;NA;NA;NA
1335;NA;54;2;3;3;5
1336;NA;48;2;2;4;6
1337;NA;56;2;NA;NA;NA
1338;0;8;2;NA;NA;NA
1339;19900;57;2;2;1;8
1340;NA;21;1;NA;NA;NA
1341;0;8;2;NA;NA;NA
1342;0;8;2;NA;NA;NA
1343;0;77;2;2;4;9
1344;0;14;2;NA;NA;NA
1345;0;43;2;2;1;3
1346;13700;44;2;3;1;8
1347;0;20;2;2;2;9
1348;0;13;1;NA;NA;NA
1349;0;12;1;NA;NA;NA
1350;43200;40;2;2;1;8
1351;NA;69;1;1;1;7
1352;0;1;2;NA;NA;NA
1353;NA;53;2;2;4;7
1354;NA;78;2;NA;NA;NA
1355;29400;44;2;3;2;10
1356;NA;52;2;NA;NA;NA
1357;0;8;2;NA;NA;NA
1358;0;2;1;NA;NA;NA
1359;0;72;2;2;3;4
1360;0;18;2;2;2;8
1361;9750;23;1;2;2;8
1362;0;52;2;NA;NA;NA
1363;0;47;2;2;4;7
1364;0;19;2;NA;2;3
1365;0;21;1;2;2;4
1366;0;54;1;1;1;9
1367;0;9;1;NA;NA;NA
1368;29300;54;2;2;1;8
1369;NA;42;2;2;1;10
1370;5160;36;1;3;2;10
1371;70800;60;1;3;1;8
1372;30500;26;2;2;2;8
1373;0;17;2;NA;2;NA
1374;0;7;1;NA;NA;NA
1375;NA;24;1;NA;NA;NA
1376;5532;70;2;2;3;7
1377;36000;61;1;2;1;8
1378;28900;35;2;3;1;8
1379;0;33;2;1;4;6
1380;120000;58;1;2;1;9
1381;0;67;1;3;1;8
1382;0;18;1;1;2;9
1383;0;36;2;NA;NA;NA
1384;35300;51;1;2;1;9
1385;42080;58;1;2;1;8
1386;NA;28;2;NA;NA;NA
1387;7200;52;2;2;1;7
1388;NA;39;1;NA;NA;NA
1389;0;16;1;NA;NA;NA
1390;15990;48;2;2;1;9
1391;0;5;1;NA;NA;NA
1392;0;4;1;NA;NA;NA
1393;0;49;2;3;1;5
1394;0;34;2;NA;1;10
1395;0;21;2;1;2;6
1396;2880;49;2;1;1;8
1397;0;12;2;NA;NA;NA
1398;0;7;1;NA;NA;NA
1399;0;10;1;NA;NA;NA
1400;14044;36;2;2;1;5
1401;180000;53;1;3;4;10
1402;0;69;2;1;1;3
1403;17000;56;2;2;1;9
1404;31400;51;2;1;1;6
1405;24000;50;1;3;1;9
1406;0;1;1;NA;NA;NA
1407;4000;36;2;1;1;9
1408;0;64;2;1;3;7
1409;0;14;2;NA;NA;NA
1410;0;65;1;2;4;8
1411;13200;34;2;2;1;9
1412;34000;40;2;3;4;10
1413;35560;50;1;2;1;8
1414;132000;47;1;3;2;9
1415;NA;0;2;NA;NA;NA
1416;0;15;2;NA;NA;NA
1417;0;10;2;NA;NA;NA
1418;15600;54;2;1;4;8
1419;NA;64;2;2;1;8
1420;0;65;1;2;4;7
1421;13200;31;1;1;2;7
1422;NA;19;1;NA;NA;NA
1423;0;31;1;2;2;7
1424;NA;61;1;NA;NA;NA
1425;0;16;2;NA;NA;NA
1426;3600;24;1;NA;2;6
1427;0;26;2;NA;NA;NA
1428;0;70;1;2;1;8
1429;NA;36;1;NA;NA;NA
1430;0;4;2;NA;NA;NA
1431;9600;26;1;1;2;7
1432;48000;41;1;1;4;5
1433;0;26;1;NA;2;6
1434;0;9;2;NA;NA;NA
1435;0;24;2;NA;NA;NA
1436;6000;58;2;2;1;8
1437;0;3;2;NA;NA;NA
1438;0;5;1;NA;NA;NA
1439;0;51;1;2;1;4
1440;0;60;2;1;5;6
1441;39680;29;2;3;1;10
1442;0;80;2;2;1;9
1443;0;11;1;NA;NA;NA
1444;37500;31;1;3;2;8
1445;6e+05;59;2;3;1;10
1446;0;70;1;2;1;9
1447;42000;42;1;2;1;8
1448;0;16;1;NA;NA;NA
1449;16520;44;2;1;4;5
1450;0;47;2;2;4;8
1451;9000;35;2;3;2;8
1452;NA;26;2;1;2;3
1453;180000;65;2;3;1;10
1454;0;6;1;NA;NA;NA
1455;50820;61;2;3;4;8
1456;NA;12;1;NA;NA;NA
1457;0;7;1;NA;NA;NA
1458;1200;27;2;2;2;7
1459;0;68;2;2;2;2
1460;121138;63;1;3;1;8
1461;NA;57;1;2;1;8
1462;4320;20;2;1;2;7
1463;0;69;1;2;1;7
1464;0;2;1;NA;NA;NA
1465;0;73;1;2;1;8
1466;1962;46;2;3;1;7
1467;11000;40;2;2;1;6
1468;0;2;2;NA;NA;NA
1469;0;70;1;2;1;8
1470;38400;49;2;3;4;7
1471;0;64;1;2;4;8
1472;64000;58;1;2;1;7
1473;0;34;2;NA;1;10
1474;0;90;1;3;3;4
1475;240;78;2;2;3;8
1476;0;15;1;NA;NA;NA
1477;12000;48;2;3;1;7
1478;21750;49;2;2;1;6
1479;0;21;1;NA;2;7
1480;78000;52;1;3;1;8
1481;NA;63;2;NA;NA;NA
1482;0;22;1;NA;2;4
1483;0;75;1;2;3;5
1484;0;NA;2;NA;NA;NA
1485;17850;28;2;2;1;8
1486;38700;38;2;2;1;9
1487;0;70;2;2;3;8
1488;NA;69;1;2;1;8
1489;0;1;1;NA;NA;NA
1490;0;68;1;1;1;5
1491;0;2;2;NA;NA;NA
1492;0;56;2;1;4;4
1493;0;3;2;NA;NA;NA
1494;0;8;2;NA;NA;NA
1495;NA;54;1;2;4;5
1496;7822;61;2;2;1;8
1497;0;50;2;2;1;8
1498;NA;46;2;1;1;9
1499;5160;40;2;3;1;9
1500;0;91;2;NA;NA;NA
1501;NA;53;2;NA;NA;NA
1502;NA;48;2;3;1;7
1503;NA;35;2;NA;NA;NA
1504;78400;42;1;2;1;7
1505;26700;39;1;3;1;8
1506;0;4;2;NA;NA;NA
1507;NA;35;2;NA;NA;NA
1508;0;87;1;2;3;6
1509;0;2;2;NA;NA;NA
1510;0;18;1;NA;2;5
1511;NA;39;2;2;1;6
1512;0;15;1;NA;NA;NA
1513;0;15;2;NA;NA;NA
1514;28000;61;2;3;5;9
1515;9912;27;2;2;2;7
1516;NA;4;2;NA;NA;NA
1517;NA;52;1;3;1;9
1518;0;9;1;NA;NA;NA
1519;0;13;2;NA;NA;NA
1520;0;48;2;3;4;6
1521;5400;67;1;2;3;6
1522;38460;51;2;3;4;8
1523;0;32;1;NA;2;2
1524;NA;3;1;NA;NA;NA
1525;0;12;2;NA;NA;NA
1526;35900;50;1;2;1;8
1527;36600;47;1;2;2;6
1528;0;39;2;1;1;8
1529;NA;30;2;NA;NA;NA
1530;0;2;1;NA;NA;NA
1531;0;21;2;2;2;8
1532;0;11;1;NA;NA;NA
1533;0;8;1;NA;NA;NA
1534;0;13;2;NA;NA;NA
1535;7200;38;2;3;1;10
1536;0;75;1;3;1;8
1537;8400;23;2;2;2;7
1538;0;6;2;NA;NA;NA
1539;0;11;1;NA;NA;NA
1540;36100;50;2;3;1;9
1541;NA;63;2;3;4;8
1542;0;10;2;NA;NA;NA
1543;0;19;2;1;2;5
1544;0;11;1;NA;NA;NA
1545;0;3;2;NA;NA;NA
1546;0;7;1;NA;NA;NA
1547;15300;54;2;NA;1;8
1548;0;15;1;NA;NA;NA
1549;0;72;1;3;4;8
1550;0;11;1;NA;NA;NA
1551;0;10;1;NA;NA;NA
1552;0;11;1;NA;NA;NA
1553;0;12;1;NA;NA;NA
1554;5400;48;2;3;1;9
1555;0;10;2;NA;NA;NA
1556;34900;57;1;2;2;9
1557;44200;62;1;2;2;8
1558;23700;57;2;3;1;7
1559;0;40;1;NA;1;10
1560;67200;48;2;3;4;8
1561;0;17;2;NA;NA;NA
1562;60600;33;1;3;2;8
1563;0;70;1;3;1;6
1564;66000;39;2;3;1;9
1565;0;90;2;3;3;3
1566;12360;50;2;2;1;5
1567;0;89;1;3;1;8
1568;30000;34;2;3;1;8
1569;0;21;1;2;2;7
1570;0;1;1;NA;NA;NA
1571;4950;40;2;2;1;9
1572;0;79;2;3;3;8
1573;8000;43;2;3;1;9
1574;NA;33;2;NA;NA;NA
1575;0;71;1;3;1;9
1576;NA;41;1;NA;1;10
1577;0;84;1;3;1;7
1578;29400;47;1;2;1;6
1579;60000;60;1;3;1;8
1580;0;33;2;2;1;9
1581;NA;26;1;2;1;8
1582;32500;47;2;1;1;8
1583;NA;37;1;NA;NA;NA
1584;0;26;2;NA;NA;NA
1585;0;16;1;NA;NA;NA
1586;0;29;2;1;1;3
1587;32400;28;1;3;2;7
1588;0;14;1;NA;NA;NA
1589;47600;28;2;3;1;9
1590;26800;50;1;2;1;3
1591;0;0;1;NA;NA;NA
1592;NA;6;1;NA;NA;NA
1593;45500;33;1;3;2;6
1594;0;4;2;NA;NA;NA
1595;NA;26;2;3;1;8
1596;0;80;1;2;1;5
1597;3600;54;1;2;4;7
1598;47800;61;2;3;1;10
1599;NA;67;2;3;5;7
1600;NA;32;2;NA;2;8
1601;NA;61;2;NA;NA;NA
1602;0;47;1;1;1;5
1603;NA;21;2;NA;2;10
1604;144000;76;1;2;1;9
1605;NA;65;1;2;1;8
1606;27600;58;1;2;1;8
1607;0;85;2;2;1;7
1608;36300;42;1;2;1;8
1609;5100;71;1;3;1;8
1610;NA;59;1;NA;NA;NA
1611;0;19;1;NA;2;9
1612;38400;51;2;2;2;8
1613;32400;64;1;2;1;6
1614;39000;38;1;2;1;8
1615;24600;56;1;2;3;8
1616;0;28;1;2;2;7
1617;NA;26;1;NA;NA;NA
1618;24000;40;2;2;1;7
1619;0;21;2;2;2;9
1620;0;11;1;NA;NA;NA
1621;0;5;2;NA;NA;NA
1622;0;37;1;1;1;6
1623;NA;23;1;NA;NA;NA
1624;0;5;2;NA;NA;NA
1625;0;64;2;2;1;9
1626;0;12;2;NA;NA;NA
1627;0;15;1;NA;NA;NA
1628;0;21;1;NA;NA;NA
1629;0;87;2;NA;NA;NA
1630;0;40;2;NA;1;8
1631;0;13;1;NA;NA;NA
1632;31200;36;2;2;1;8
1633;48240;51;2;3;2;8
1634;96000;50;1;3;1;10
1635;0;29;1;1;2;7
1636;0;9;2;NA;NA;NA
1637;NA;19;2;1;2;6
1638;0;71;2;2;1;8
1639;0;7;1;NA;NA;NA
1640;73600;50;1;2;1;8
1641;0;6;2;NA;NA;NA
1642;0;15;2;NA;NA;NA
1643;71500;60;2;2;2;8
1644;0;12;2;NA;NA;NA
1645;0;80;2;2;2;8
1646;17050;53;2;2;1;8
1647;NA;58;2;3;1;8
1648;NA;51;1;2;4;8
1649;0;56;1;2;2;5
1650;NA;59;2;2;1;8
1651;0;16;2;NA;NA;NA
1652;0;62;2;2;5;5
1653;7600;35;2;3;1;8
1654;0;50;2;2;1;5
1655;39600;38;1;1;1;7
1656;0;71;2;2;1;6
1657;0;8;1;NA;NA;NA
1658;NA;57;2;NA;1;4
1659;0;71;1;2;1;9
1660;0;3;2;NA;NA;NA
1661;0;35;2;1;1;7
1662;13253;45;2;1;2;8
1663;127950;60;1;3;1;8
1664;0;15;2;NA;NA;NA
1665;0;3;2;NA;NA;NA
1666;5400;42;1;1;1;10
1667;42010;33;1;2;1;9
1668;NA;79;1;NA;1;8
1669;0;18;1;NA;NA;NA
1670;240000;55;1;3;1;10
1671;0;36;2;1;4;2
1672;0;2;2;NA;NA;NA
1673;0;6;1;NA;NA;NA
1674;NA;37;2;3;1;8
1675;27400;47;2;3;1;9
1676;NA;61;2;NA;NA;NA
1677;38400;61;1;2;1;8
1678;12900;45;2;2;1;6
1679;19200;40;2;2;1;10
1680;0;15;2;NA;NA;NA
1681;0;7;2;NA;NA;NA
1682;6220;34;2;3;1;8
1683;0;79;2;3;3;7
1684;0;40;2;1;1;10
1685;0;0;2;NA;NA;NA
1686;0;11;1;NA;NA;NA
1687;0;11;1;NA;NA;NA
1688;NA;56;2;3;4;6
1689;0;28;2;2;1;9
1690;0;69;1;1;1;9
1691;NA;37;2;2;1;8
1692;18960;47;1;2;1;9
1693;NA;37;2;NA;NA;NA
1694;25600;24;2;2;2;5
1695;0;53;2;2;1;7
1696;17400;57;1;2;1;6
1697;0;10;1;NA;NA;NA
1698;0;15;1;NA;NA;NA
1699;10800;23;1;1;2;7
1700;0;18;2;NA;2;8
1701;0;61;1;2;4;4
1702;12330;44;2;2;1;8
1703;0;77;1;2;1;8
1704;22800;60;2;2;1;8
1705;36000;36;1;2;2;7
1706;0;53;2;NA;NA;NA
1707;NA;28;2;3;2;8
1708;0;18;1;NA;NA;NA
1709;0;10;2;NA;NA;NA
1710;NA;62;2;NA;NA;NA
1711;0;18;1;NA;2;6
1712;NA;40;1;1;1;7
1713;52150;30;1;3;1;10
1714;89365;37;2;3;2;8
1715;0;17;1;NA;NA;NA
1716;16450;24;1;2;2;8
1717;0;52;2;2;1;5
1718;0;53;2;2;1;8
1719;NA;40;1;NA;NA;NA
1720;0;66;2;2;1;8
1721;55180;48;1;2;1;6
1722;NA;2;1;NA;NA;NA
1723;0;16;1;NA;NA;NA
1724;12000;41;2;1;1;8
1725;0;2;2;NA;NA;NA
1726;NA;27;2;3;2;9
1727;23968;44;1;2;4;3
1728;NA;38;1;NA;NA;NA
1729;21000;56;2;2;5;7
1730;4000;20;2;2;1;5
